Company,File No.,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
"Oxford Health Insurance, Incorporated",504000,08/31/2015,10/16/2015,Group Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",600304,01/21/2016,02/26/2016,Group Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",600793,02/19/2016,03/29/2016,Group Health,Durable Medical Equipment,Unfair Claims Practice,Denial of Claim,Claim Settled,Justified,525.08,Closed
"Oxford Health Insurance, Incorporated",600998,03/01/2016,03/16/2016,Group Health,Out-Patient,Unfair Claims Practice,Usual and Customary Fees,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",602314,05/19/2016,07/13/2016,Group Health,Out-Patient,Unfair Claims Practice,CPT Code Issue,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",602639,06/08/2016,06/23/2016,Group Health,Prescription,Unfair Claims Practice,Contract Provision,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",701293,03/16/2017,04/07/2017,Group Health,Dental,Unfair Claims Practice,Denial of Claim,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",701647,04/05/2017,05/11/2017,Group Health,Colonoscopy,Unfair Claims Practice,Unsatisfactory Settlement,Claim Settled,Justified,1245.67,Closed
"Oxford Health Insurance, Incorporated",701979,04/26/2017,05/24/2017,Group Health,Durable Medical Equipment,Utilization Review,Time Delay,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",702000,04/27/2017,05/24/2017,Group Health,In-Patient,Utilization Review,Contract Provision,Claim Settled,Voluntary Reconsider,1094.97,Closed
"Oxford Health Insurance, Incorporated",702509,05/30/2017,06/06/2017,Individual Health,In-Patient,Unfair Claims Practice,Eligibility of Provider,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",702979,06/26/2017,07/13/2017,Individual Health,CT Scan,Unfair Claims Practice,Unsatisfactory Settlement,Claim Settled,Justified,536.13,Closed
"Oxford Health Insurance, Incorporated",703001,06/27/2017,07/12/2017,Group Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",703070,07/03/2017,07/10/2017,Group Health,Preventative,Unfair Claims Practice,Unsatisfactory Settlement,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",303753,08/28/2013,12/30/2015,Group Health,Durable Medical Equipment,Other,No Subreason,Other [Enter Disposition],Furnished Information,0.00,Closed
Allstate Insurance Company,804025,08/23/2018,09/17/2018,Auto Liability,,Unfair Claims Practice,Loss of Use,Company Position Upheld,Unjustified,0.00,Closed
Harleysville Preferred Insurance Company,803936,08/20/2018,09/17/2018,Auto Liability,,Unfair Claims Practice,Claim Delays,Corrective Action,Justified,500.00,Closed
"Anthem Health Plans, Inc",900539,02/04/2019,03/12/2019,Exchange-Individual Hlth,No SubCov - AH,Unfair Claims Practice,Network Adequacy,Furnished Information,Furnished Information,0.00,Closed
ConnectiCare Inc,805403,11/15/2018,01/02/2019,,,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
Mapfre Insurance Company,804276,09/10/2018,09/17/2018,Auto,,Underwriting,Cancellation,Cancellation Upheld,Unjustified,0.00,Closed
Metropolitan Property and Casualty Insurance Company,804765,10/10/2018,10/31/2018,,,Unfair Claims Practice,Unsatisfactory Settlement,Company Position Upheld,Unjustified,0.00,Closed
State Farm Fire & Casualty Company,803815,08/14/2018,09/17/2018,Homeowners,,Underwriting,Cancellation,Company Position Upheld,Unjustified,0.00,Closed
Transamerica Life Insurance Company,805641,12/04/2018,01/02/2019,Individual Long Term Care,No SubCov - AH,Unfair Claims Practice,Claim Delays,Complaint Withdrawn,Furnished Information,0.00,Closed
Ohio Mutual Insurance Company,900870,02/21/2019,03/12/2019,Homeowners,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
Kemper Independence Insurance Company,900578,02/05/2019,03/12/2019,,,Unfair Claims Practice,Comparative Negligence,Additional Money Received,Questionable,296.00,Closed
"Oxford Health Plans (CT), Inc",804277,09/10/2018,09/17/2018,,,Utilization Review,Time Delay,Claim Settled,Furnished Information,5231.25,Closed
Cigna Health and Life Insurance Company,805261,11/07/2018,01/02/2019,Group Health,Wisdom Teeth,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
American Family Life Assurance Company of Columbus,703940,08/30/2017,10/27/2017,Group Disability Income,No SubCov - AH,Premium and Rating,Premium Refund Delay,Furnished Information,Furnished Information,0.00,Closed
American Commerce Insurance Company,804078,08/27/2018,09/17/2018,Auto Physical Damage,,Unfair Claims Practice,Claim Delays,Claim Settled,Unjustified,0.00,Closed
"ConnectiCare Insurance Company, Inc",804309,09/11/2018,01/02/2019,Group Health,No SubCov - AH,Unfair Claims Practice,Coordination of Benefit,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",405096,10/15/2014,01/29/2015,Group Health,Lab Services,Unfair Claims Practice,CPT Code Issue,Furnished Information,Furnished Information,0.00,Closed
"Foremost Insurance Company Grand Rapids, Michigan",803484,07/27/2018,08/16/2018,Auto Liability,,Unfair Claims Practice,Claim Delays,Corrective Action,Justified,0.00,Closed
"Oxford Health Plans (CT), Inc",405305,10/27/2014,01/16/2015,Group Health,In-Patient,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,51388.00,Closed
"Oxford Health Plans (CT), Inc",405896,12/01/2014,01/23/2015,Group Health,In-Patient,Unfair Claims Practice,Provider Contract Issue,Additional Money Received,Voluntary Reconsider,1907.00,Closed
"Oxford Health Plans (CT), Inc",500006,01/02/2015,01/22/2015,Group Health,Lab Services,Unfair Claims Practice,CPT Code Issue,Provider Issue,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",500017,01/02/2015,01/30/2015,Group Health,Other,Unfair Claims Practice,Denial of Claim,Claim Settled,Voluntary Reconsider,0.00,Closed
"Oxford Health Plans (CT), Inc",500179,01/13/2015,02/03/2015,Group Health,Out-Patient,Unfair Claims Practice,CPT Code Issue,Provider Issue,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",500275,01/22/2015,03/03/2015,Group Health,Out-Patient,Unfair Claims Practice,Claim Procedure,Claim Paid With Interest,Justified,215.00,Closed
"Oxford Health Plans (CT), Inc",500363,01/28/2015,02/11/2015,Group Health,Out-Patient,Unfair Claims Practice,Provider Contract Issue,Additional Money Received,Voluntary Reconsider,545.00,Closed
"Oxford Health Plans (CT), Inc",500400,01/29/2015,02/24/2015,Group Health,Chiropractic,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",501663,04/09/2015,09/29/2015,Group Health,Small Employer,Unfair Claims Practice,Claim Procedure,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",501857,04/21/2015,04/23/2015,Group Health,Diabetic Supplies,Unfair Claims Practice,Denial of Claim,Complaint Withdrawn,No Authority,0.00,Closed
"Oxford Health Plans (CT), Inc",501967,04/27/2015,07/23/2015,Group Health,Occupational Therapy,Unfair Claims Practice,Denial of Claim,Claim Paid With Interest,Justified,3421.00,Closed
"Oxford Health Plans (CT), Inc",502020,04/30/2015,06/17/2015,Group Health,Anesthesia,Unfair Claims Practice,Unsatisfactory Settlement,Furnished Information,Voluntary Reconsider,527.00,Closed
"Oxford Health Plans (CT), Inc",502359,05/20/2015,08/04/2015,Group Health,Lab Services,Unfair Claims Practice,CPT Code Issue,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",502967,06/25/2015,09/04/2015,Group Health,Chiropractic,Utilization Review,Denial of Claim,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503003,06/29/2015,08/06/2015,Group Health,Other,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503129,07/08/2015,09/02/2015,Group Health,Wisdom Teeth,Unfair Claims Practice,Denial of Claim,Coverage Granted,Voluntary Reconsider,0.00,Closed
"Oxford Health Plans (CT), Inc",503138,07/08/2015,09/03/2015,Group Health,Bariatric Surgery,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,4944.00,Closed
"Oxford Health Plans (CT), Inc",503154,07/08/2015,08/03/2015,Group Health,Colonoscopy,Unfair Claims Practice,Contract Provision,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503602,08/04/2015,08/07/2015,Group Health,Out-Patient,Unfair Claims Practice,Provider Contract Issue,Provider Issue,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503639,08/06/2015,08/10/2015,Group Health,Cancer Related,Unfair Claims Practice,Provider Contract Issue,Provider Issue,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503797,08/17/2015,10/02/2015,Group Health,Chiropractic,Unfair Claims Practice,Denial of Claim,Additional Money Received,Voluntary Reconsider,530.00,Closed
"Oxford Health Plans (CT), Inc",804277,09/10/2018,09/17/2018,Group Health,No SubCov - AH,Utilization Review,Time Delay,Claim Settled,Furnished Information,5231.25,Closed
"Oxford Health Plans (CT), Inc",504046,09/01/2015,09/18/2015,Group Health,Small Employer,Premium and Rating,Premium/Rate Increase,Rate Increase Explained,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",504065,09/02/2015,10/14/2015,Group Health,Out-Patient,Unfair Claims Practice,Claim Procedure,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",504538,10/02/2015,10/16/2015,Group Health,Autism,Unfair Claims Practice,Denial of Claim,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",505321,11/23/2015,12/09/2015,Group Health,Maternity,Unfair Claims Practice,CPT Code Issue,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",505759,12/22/2015,01/26/2016,Group Health,Prescription,Unfair Claims Practice,Misrepresentation,Corrective Action,Justified,392.46,Closed
"Oxford Health Plans (CT), Inc",600374,01/27/2016,02/11/2016,Group Health,Colonoscopy,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",600717,02/18/2016,04/11/2016,Group Health,CT Scan,Unfair Claims Practice,Eligibility of Provider,Claim Settled,Justified,1523.48,Closed
"Oxford Health Plans (CT), Inc",601022,03/02/2016,06/01/2016,Group Health,Anesthesia,Unfair Claims Practice,Eligibility of Provider,Claim Settled,Voluntary Reconsider,2200.00,Closed
"Oxford Health Plans (CT), Inc",601117,03/09/2016,03/30/2016,Group Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,255.51,Closed
"Oxford Health Plans (CT), Inc",601302,03/18/2016,04/13/2016,Group Health,Other,Unfair Claims Practice,Coordination of Benefit,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",601613,04/05/2016,04/20/2016,Group Health,Colonoscopy,Unfair Claims Practice,Eligibility of Provider,Coverage Granted,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",601618,04/05/2016,04/28/2016,Group Health,Chiropractic,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",601640,04/06/2016,04/21/2016,Group Health,Anesthesia,Unfair Claims Practice,Eligibility of Provider,Claim Settled,Voluntary Reconsider,1700.00,Closed
"Oxford Health Plans (CT), Inc",601722,04/12/2016,04/28/2016,Group Health,Autism,Unfair Claims Practice,Claim Procedure,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",602236,05/13/2016,05/27/2016,Group Health,Out-Patient,Unfair Claims Practice,Claim Procedure,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",602297,05/18/2016,06/21/2016,Group Health,Prescription,Unfair Claims Practice,Denial of Claim,Claim Paid With Interest,Justified,597.05,Closed
"Oxford Health Plans (CT), Inc",603249,07/18/2016,08/09/2016,Group Health,Colonoscopy,Unfair Claims Practice,CPT Code Issue,Provider Issue,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",603359,07/22/2016,08/16/2016,Group Health,Out-Patient,Unfair Claims Practice,Claim Delays,Record Only,No Action Necessary,0.00,Closed
"Oxford Health Plans (CT), Inc",603735,08/12/2016,12/19/2016,Group Health,Physical Therapy,Unfair Claims Practice,Claim Procedure,Claim Paid With Interest,Justified,718.92,Closed
"Oxford Health Plans (CT), Inc",603903,08/22/2016,10/03/2016,Group Health,In-Patient,Unfair Claims Practice,Coordination of Benefit,Corrective Action,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",604167,09/07/2016,09/23/2016,Group Health,Prescription,Unfair Claims Practice,Denial of Claim,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",604311,09/16/2016,10/04/2016,Group Health,Out-Patient,Unfair Claims Practice,Eligibility of Provider,Additional Money Received,Justified,482.82,Closed
"Oxford Health Plans (CT), Inc",604827,10/20/2016,11/08/2016,Individual Health,Colonoscopy,Unfair Claims Practice,Denial of Claim,Claim Settled,Furnished Information,2187.63,Closed
"Oxford Health Plans (CT), Inc",605295,11/18/2016,01/09/2017,Vision,Out-Patient,Unfair Claims Practice,Claim Procedure,Additional Money Received,Justified,564.17,Closed
"Oxford Health Plans (CT), Inc",605655,12/12/2016,01/04/2017,Group Health,In-Patient,Unfair Claims Practice,Coordination of Benefit,Claim Paid With Interest,Justified,45753.00,Closed
"Oxford Health Plans (CT), Inc",605742,12/19/2016,02/08/2017,Group Health,Speech Therapy,Unfair Claims Practice,Eligibility of Provider,Claim Settled,Furnished Information,422.33,Closed
"Oxford Health Plans (CT), Inc",605854,12/28/2016,01/12/2017,Group Health,Small Employer,Unfair Claims Practice,Unsatisfactory Settlement,Contract Provision,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",700977,02/27/2017,03/17/2017,Group Health,Out-Patient,Unfair Claims Practice,Unsatisfactory Settlement,Additional Money Received,Justified,325.66,Closed
"Oxford Health Plans (CT), Inc",701175,03/10/2017,03/27/2017,Group Health,MRI,Unfair Claims Practice,Claim Procedure,Insufficient Information,No Action Necessary,0.00,Closed
"Oxford Health Plans (CT), Inc",701289,03/16/2017,04/13/2017,Individual Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Claim Settled,Voluntary Reconsider,141.96,Closed
"Oxford Health Plans (CT), Inc",701635,04/04/2017,05/22/2017,Group Health,Chiropractic,Unfair Claims Practice,Claim Procedure,Claim Settled,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",701821,04/18/2017,06/07/2017,Prescription,Prescription,Unfair Claims Practice,Claim Procedure,Coverage Granted,Voluntary Reconsider,84.00,Closed
"Oxford Health Plans (CT), Inc",701867,04/19/2017,05/23/2017,Individual Health,Ambulance,Unfair Claims Practice,Denial of Claim,Satisfied,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",702215,05/10/2017,05/22/2017,Group Health,Small Employer,Premium and Rating,Premium/Rate Increase,Record Only,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",702696,06/09/2017,06/21/2017,Group Health,Mammogram,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",703006,06/28/2017,07/26/2017,Group Health,Chiropractic,Unfair Claims Practice,Claim Procedure,Claim Settled,Furnished Information,342.00,Closed
"Oxford Health Plans (CT), Inc",703226,07/17/2017,07/26/2017,Group Health,Out-Patient,Unfair Claims Practice,Denial of Claim,Additional Money Received,Furnished Information,4111.00,Closed
